release_speed,spin_axis,delta_home_win_exp
90.4,185.0,0.0
92.0,159.0,0.0
78.3,37.0,0.0
93.3,118.0,0.0289999999999999
90.6,218.0,0.0
93.4,244.0,-0.013
89.0,225.0,0.0
91.4,178.0,-0.004
93.3,143.0,-0.021
83.4,126.0,0.0
84.6,228.0,0.0
93.9,200.0,0.033
96.2,205.0,0.0
85.0,287.0,0.0
89.4,274.0,0.0
98.6,210.0,0.0
95.2,196.0,0.0
88.2,255.0,0.0
90.9,245.0,-0.0069999999999999
94.9,199.0,0.0
90.0,197.0,0.0
95.4,211.0,0.004
89.6,249.0,0.0
91.2,142.0,0.0
93.6,148.0,0.003
91.1,139.0,0.005
95.0,211.0,0.0
86.0,107.0,0.0
86.5,104.0,0.0
87.8,157.0,0.0
97.5,224.0,0.0
96.0,181.0,-0.024
91.1,138.0,0.0
88.5,256.0,0.017
90.5,205.0,0.0
87.5,165.0,0.0
88.4,129.0,-0.016
84.6,81.0,0.043
83.7,307.0,0.0
92.9,204.0,0.045
91.2,239.0,-0.024
86.7,116.0,0.072
91.6,148.0,0.0
82.1,81.0,0.0
73.9,308.0,0.024
90.8,255.0,0.022
95.6,197.0,0.0
84.2,279.0,0.006
89.4,126.0,0.0
79.5,279.0,0.0
92.1,149.0,0.0
82.9,235.0,0.0
86.8,86.0,0.021
91.1,153.0,0.0
82.6,107.0,0.0
95.8,212.0,0.0
93.4,147.0,0.0
96.1,233.0,0.0
95.0,218.0,0.0
84.4,113.0,0.0
95.0,217.0,-0.008
94.3,125.0,0.0
86.8,261.0,0.0
86.5,258.0,0.022
88.2,153.0,0.0
92.4,120.0,-0.031
96.7,132.0,-0.001
89.4,231.0,0.0
92.7,201.0,0.0
80.6,37.0,0.0
94.2,213.0,0.0
82.5,37.0,0.0
87.0,125.0,0.0
93.2,185.0,0.0
93.7,223.0,0.019
94.5,149.0,-0.013
94.6,233.0,0.0
94.6,195.0,0.0
84.0,212.0,0.0
92.5,253.0,0.099
93.1,148.0,0.0
99.3,218.0,0.0
87.3,23.0,-0.0579999999999999
96.4,164.0,0.0
81.1,249.0,0.0
93.8,170.0,0.0
84.7,242.0,0.03
97.0,207.0,0.025
80.6,56.0,0.0
80.4,9.0,0.0
95.2,197.0,0.0
82.4,324.0,-0.031
79.8,52.0,0.0
85.9,242.0,0.0
87.4,128.0,-0.01
90.6,143.0,0.0
89.9,137.0,0.0
90.9,127.0,0.0
84.4,122.0,0.0
80.7,246.0,0.01
72.0,297.0,0.0
97.8,249.0,0.0
91.8,163.0,0.0
91.0,162.0,0.0579999999999999
92.7,202.0,-0.033
94.7,208.0,0.0
79.5,58.0,0.0
91.1,222.0,0.0
78.2,295.0,0.0
83.0,52.0,0.0
91.0,154.0,0.0
96.1,196.0,0.037
74.3,358.0,0.0
80.9,47.0,-0.03
80.6,83.0,0.0
84.8,36.0,0.0
84.2,268.0,0.0
93.0,252.0,0.0
79.7,342.0,0.0
92.0,251.0,0.0
89.3,164.0,0.0
91.4,168.0,0.0
92.8,145.0,0.0
92.9,144.0,0.0
92.6,161.0,0.0
76.6,52.0,0.0
92.9,214.0,0.0
95.1,203.0,0.051
95.9,223.0,0.0
82.3,224.0,0.0
89.1,89.0,0.0
73.7,332.0,-0.016
88.9,220.0,0.0
96.4,208.0,0.0
93.8,131.0,0.0
82.1,16.0,0.0
84.4,199.0,-0.024
84.0,61.0,-0.002
84.6,61.0,0.026
92.1,200.0,0.0
94.1,196.0,0.0
72.2,288.0,0.0
92.0,195.0,-0.003
77.1,46.0,0.0
85.8,11.0,0.02
79.0,305.0,0.03
78.8,42.0,0.0
97.4,222.0,-0.046
92.0,205.0,0.0
80.4,59.0,0.0
96.8,219.0,0.0
81.1,46.0,-0.013
85.0,79.0,0.0
96.5,245.0,0.0
74.6,307.0,0.0
91.0,153.0,0.0
97.6,209.0,0.0
82.3,111.0,0.0
92.3,147.0,0.0
83.6,74.0,0.0
84.2,239.0,0.0
90.8,108.0,0.0
95.0,126.0,0.024
95.9,168.0,0.0
91.7,159.0,0.0
91.7,202.0,0.0
88.2,257.0,0.0
95.6,233.0,0.0
80.0,120.0,-0.012
88.4,160.0,-0.013
84.8,140.0,0.0
95.0,224.0,-0.001
81.1,91.0,0.0
90.8,124.0,0.0
93.4,217.0,0.0
89.6,158.0,0.0
98.4,217.0,0.0
90.9,192.0,0.0
78.9,97.0,0.0
84.9,170.0,0.0
82.7,42.0,-0.086
85.8,169.0,0.0
90.6,232.0,0.012
87.2,119.0,0.01
81.8,54.0,0.0
90.5,227.0,-0.0279999999999999
96.1,229.0,0.0
81.5,34.0,-0.03
90.3,145.0,-0.0279999999999999
86.5,147.0,0.0
91.1,198.0,0.0
89.0,168.0,0.0
85.7,261.0,0.0
78.2,295.0,0.0
95.4,225.0,0.0
93.2,251.0,0.0
85.9,211.0,0.0
83.5,75.0,0.0139999999999999
81.2,167.0,0.0
97.6,217.0,0.0
94.1,200.0,0.0
89.8,105.0,0.0
90.2,146.0,0.018
87.7,254.0,0.0
90.1,110.0,0.01
89.3,242.0,0.0
90.8,131.0,0.011
92.5,219.0,0.001
87.5,157.0,0.0
82.5,84.0,-0.02
94.3,211.0,0.0
80.8,44.0,0.0
93.0,209.0,0.0
95.2,213.0,0.015
90.9,219.0,0.0
77.3,21.0,0.0
74.5,312.0,0.0
85.4,78.0,0.0
84.6,125.0,0.0
71.9,344.0,0.0
80.8,75.0,-0.009
80.5,279.0,0.032
97.7,176.0,0.0
87.3,208.0,0.0
92.9,100.0,0.0
83.7,243.0,0.009
93.5,211.0,0.0
96.9,213.0,0.0
92.8,153.0,0.0
92.5,104.0,0.001
95.4,255.0,-0.134
83.6,230.0,0.0
86.3,238.0,0.0
88.2,146.0,0.023
84.0,76.0,-0.0279999999999999
92.9,119.0,-0.0819999999999999
84.6,313.0,0.0
86.7,101.0,0.0
101.2,236.0,-0.035
90.1,222.0,0.0
97.3,202.0,0.0
83.3,108.0,0.0
87.6,148.0,0.0
94.8,227.0,0.0
90.6,217.0,0.0
78.6,115.0,0.0
81.9,278.0,0.0
83.1,87.0,0.0
93.7,172.0,0.0
87.9,212.0,0.0
97.0,201.0,0.0
80.5,74.0,-0.115
86.1,183.0,0.0
81.6,33.0,0.0
90.4,144.0,-0.069
90.0,143.0,0.04
97.5,222.0,0.0
91.5,149.0,0.0
91.1,215.0,0.0
88.1,108.0,0.0
97.2,234.0,0.0
95.5,139.0,0.0
77.5,56.0,0.0
94.4,205.0,0.0
93.5,184.0,-0.004
94.0,205.0,0.0
91.7,201.0,0.002
96.5,187.0,0.01
85.6,209.0,0.008
90.5,144.0,0.0
89.1,184.0,0.0
93.5,237.0,0.0
95.4,198.0,0.0
81.8,277.0,0.05
90.3,145.0,0.0
96.2,220.0,0.0
83.6,229.0,0.0
97.7,179.0,0.023
89.8,200.0,0.0
88.3,186.0,0.0
93.8,214.0,0.051
93.5,205.0,0.0
86.6,130.0,0.0
92.8,239.0,0.0
88.9,193.0,0.012
94.7,199.0,0.0
92.8,172.0,0.0
91.2,244.0,0.0
71.1,68.0,0.0
82.5,309.0,0.0
94.2,209.0,0.0
90.6,141.0,-0.033
92.9,212.0,0.0
89.2,252.0,0.0
81.2,52.0,0.0
88.8,217.0,0.0
85.4,103.0,0.0
97.5,211.0,0.0
94.5,142.0,0.046
94.2,233.0,0.0
86.6,216.0,0.0
99.5,139.0,0.0
86.7,122.0,0.009
83.1,261.0,0.0
94.8,211.0,0.0
91.6,150.0,0.0
78.7,290.0,0.09
87.1,149.0,-0.011
93.3,114.0,0.0
76.4,119.0,0.0
82.8,105.0,0.0
93.9,143.0,0.0
91.7,130.0,0.038
83.9,260.0,-0.019
77.4,306.0,0.038
87.7,255.0,0.0
92.4,232.0,0.0
83.6,47.0,-0.012
94.9,239.0,0.0
77.7,88.0,0.033
79.2,285.0,0.0
90.4,148.0,0.0
90.5,220.0,0.0
92.2,229.0,0.0
92.0,146.0,0.0
84.3,96.0,0.0
82.8,237.0,0.0
91.5,131.0,0.016
93.8,221.0,0.026
91.9,113.0,0.0
96.8,198.0,0.0
98.5,148.0,0.0
92.2,139.0,-0.022
91.6,129.0,0.0
91.2,94.0,0.0
72.3,326.0,0.0
89.0,185.0,0.0
77.3,337.0,0.0
89.0,180.0,-0.013
90.5,169.0,0.0
95.0,217.0,-0.009
97.4,183.0,0.0
84.6,120.0,0.0
88.6,190.0,-0.064
95.8,207.0,0.0
90.0,193.0,0.0
95.2,227.0,0.0
90.7,206.0,-0.03
89.2,160.0,0.0
96.7,231.0,0.0
90.9,159.0,0.0
82.9,39.0,-0.049
78.5,16.0,0.0
90.3,187.0,0.0
84.3,149.0,0.0
86.4,118.0,0.0
78.2,327.0,0.013
78.8,51.0,0.0
93.8,183.0,0.0
74.3,43.0,0.0
94.0,190.0,0.0
94.2,241.0,0.0
84.3,294.0,0.027
84.3,254.0,0.0
97.3,183.0,-0.022
96.7,210.0,0.0
86.8,172.0,0.0
95.2,208.0,0.022
89.5,99.0,0.0
97.8,193.0,-0.0409999999999999
88.9,268.0,0.031
79.7,16.0,0.0
91.1,251.0,0.001
96.4,222.0,0.0
93.7,146.0,0.0
92.8,227.0,0.0
79.5,90.0,0.0
84.3,82.0,0.0
91.0,143.0,0.0
99.0,188.0,0.0
86.6,238.0,0.0
83.1,306.0,0.0
80.4,39.0,0.0
84.5,305.0,0.0
93.2,154.0,0.0
90.3,178.0,0.0
87.8,238.0,0.0
90.3,130.0,0.0
92.7,194.0,0.026
92.7,142.0,0.0
85.0,154.0,0.0
82.7,259.0,0.0
76.8,321.0,0.0
90.3,124.0,0.0
90.1,149.0,0.0
91.2,176.0,-0.061
88.5,229.0,0.0
93.3,209.0,0.0
94.0,150.0,-0.02
82.6,275.0,0.005
82.0,78.0,0.039
80.9,37.0,0.0
93.3,148.0,0.033
89.6,270.0,0.0
92.2,100.0,-0.006
85.4,270.0,0.008
97.9,218.0,0.0
87.3,254.0,0.0
78.8,237.0,0.0
92.2,164.0,0.0
85.8,32.0,0.087
86.3,123.0,0.0
89.3,155.0,0.0
80.4,107.0,0.0
94.4,231.0,-0.009
83.9,247.0,0.0
84.3,265.0,0.0
90.9,192.0,0.02
83.3,216.0,0.0
93.9,249.0,0.02
87.7,231.0,0.0
92.8,173.0,0.0
94.3,157.0,0.0
97.2,212.0,0.0
85.8,202.0,-0.017
84.2,261.0,0.0
73.3,315.0,-0.024
90.0,122.0,0.0
72.0,295.0,0.0
85.8,170.0,0.0
82.8,102.0,0.0
93.5,230.0,0.0
93.6,202.0,0.0
93.7,213.0,0.0
95.8,196.0,0.0
86.9,73.0,0.0
92.9,237.0,0.003
92.2,225.0,0.0
91.5,224.0,0.0
80.1,50.0,0.0
85.5,144.0,-0.023
79.9,335.0,-0.023
84.6,88.0,-0.034
93.2,249.0,0.0
89.9,175.0,0.0
96.3,188.0,0.0
87.5,130.0,-0.021
70.8,45.0,0.0
80.6,243.0,0.0
91.3,123.0,0.0
90.8,150.0,0.0
89.1,82.0,0.0
92.7,206.0,0.0
90.8,214.0,0.0
94.2,120.0,0.0
95.9,219.0,0.0139999999999999
85.2,101.0,-0.017
89.0,99.0,0.0
83.4,72.0,-0.042
83.8,122.0,0.024
85.0,218.0,-0.026
77.8,326.0,-0.005
95.9,233.0,0.0
83.1,237.0,0.0
82.4,99.0,0.0
94.1,211.0,0.0559999999999999
90.6,155.0,0.0
87.0,246.0,0.0
87.4,26.0,0.0
81.9,266.0,-0.012
90.0,202.0,-0.005
75.6,55.0,0.015
93.7,190.0,0.0579999999999999
96.0,223.0,0.12
92.8,210.0,0.0
80.2,108.0,0.021
78.6,76.0,-0.084
85.4,60.0,0.0
102.6,209.0,0.0
94.5,215.0,-0.001
95.5,188.0,0.0
93.5,222.0,-0.057
95.6,224.0,0.0
88.2,120.0,0.0
78.7,253.0,-0.166
95.0,221.0,0.0
92.0,245.0,0.033
86.9,140.0,0.0
89.7,88.0,0.0
82.8,174.0,0.0
77.5,139.0,-0.008
83.3,162.0,0.0
90.8,176.0,0.0
98.6,217.0,0.0
94.7,133.0,0.0
88.0,173.0,-0.047
93.7,213.0,0.053
96.1,198.0,0.024
80.9,61.0,0.0
90.3,129.0,0.02
85.7,144.0,0.0
91.8,224.0,-0.01
91.2,184.0,0.0
91.5,159.0,0.0
95.4,246.0,0.04
98.6,240.0,-0.072
89.8,211.0,0.0
93.8,114.0,0.0
96.7,212.0,0.0
89.9,246.0,0.003
83.2,123.0,0.0
86.3,55.0,-0.0409999999999999
73.0,27.0,0.0
97.3,224.0,0.0
91.5,249.0,0.0
78.7,312.0,0.0
79.2,64.0,0.0
86.0,200.0,0.0
92.2,216.0,0.0
93.8,208.0,0.0
91.5,165.0,0.0
90.6,198.0,0.033
91.9,191.0,0.0
81.6,242.0,0.0
90.7,219.0,0.0
92.5,163.0,0.0
81.5,108.0,0.0
92.6,235.0,0.0
88.1,138.0,0.0279999999999999
93.9,199.0,0.0
86.8,247.0,0.0
99.9,236.0,0.0
92.9,235.0,0.0
95.7,195.0,0.0
80.1,30.0,0.0
97.3,204.0,0.018
82.8,248.0,0.0
89.1,131.0,-0.006
93.3,243.0,0.0
77.8,48.0,0.0
91.0,152.0,-0.098
90.2,115.0,0.0
92.0,245.0,0.0
88.0,228.0,0.0
85.2,279.0,0.0
80.6,52.0,0.0
84.9,119.0,0.023
89.4,246.0,0.023
87.9,215.0,0.016
81.7,317.0,0.0
93.5,214.0,0.0
82.9,133.0,0.017
96.8,194.0,0.0
81.2,34.0,-0.011
84.5,137.0,0.0
80.6,83.0,0.0
86.8,156.0,0.0
95.9,231.0,0.0
93.1,177.0,0.0
86.6,275.0,0.054
89.5,182.0,0.0
81.1,31.0,0.0
92.0,162.0,0.0
94.3,225.0,0.0
96.4,190.0,0.0
92.9,203.0,0.009
77.8,253.0,0.024
78.6,254.0,0.057
88.5,114.0,0.039
94.3,234.0,0.0
83.8,261.0,0.0
90.7,152.0,0.0
93.2,218.0,0.025
90.9,112.0,0.0
77.2,95.0,0.0
80.9,22.0,0.072
84.6,231.0,0.0
78.4,51.0,0.021
88.4,251.0,0.0
93.0,214.0,0.043
88.1,90.0,0.0
81.9,90.0,0.0279999999999999
90.7,147.0,0.0
93.7,104.0,0.0
79.5,37.0,-0.038
93.6,177.0,0.0
78.1,221.0,0.017
94.3,178.0,0.0
94.8,203.0,0.031
94.6,235.0,0.0
92.7,146.0,0.0
93.8,149.0,0.0
82.7,26.0,0.0
96.7,214.0,0.0
99.5,215.0,-0.11
84.4,109.0,0.0
94.7,214.0,0.0
81.0,118.0,-0.011
85.2,209.0,0.0
93.5,132.0,0.0
90.7,214.0,0.0
90.3,255.0,0.0
93.9,213.0,0.0
82.7,9.0,0.0
92.5,160.0,0.0
90.7,122.0,-0.034
96.2,220.0,0.0
94.5,147.0,0.0
93.8,235.0,0.0
88.9,161.0,0.0
91.8,203.0,0.0
93.5,213.0,0.0
82.6,48.0,0.0
87.2,150.0,0.0
89.2,186.0,0.0
81.5,297.0,-0.005
93.6,243.0,0.0
90.4,258.0,0.0
78.2,55.0,0.0
93.4,236.0,0.0
79.7,234.0,0.0
71.8,325.0,0.0
81.9,40.0,0.023
79.2,126.0,0.043
72.1,75.0,0.0
71.2,296.0,0.0
86.5,191.0,0.0
92.6,133.0,-0.044
93.5,195.0,0.0
93.7,202.0,0.0
91.7,158.0,0.0
85.6,195.0,0.0
95.8,193.0,0.0
93.2,216.0,0.0
85.8,62.0,0.0
98.3,208.0,0.008
81.5,105.0,0.011
92.2,150.0,0.033
96.2,227.0,0.0
82.5,86.0,0.0
88.0,180.0,0.024
89.7,153.0,-0.06
89.1,143.0,0.0
94.5,146.0,0.0
93.0,189.0,-0.09
88.6,148.0,-0.0139999999999999
91.1,264.0,0.0
79.9,14.0,0.0
92.1,237.0,-0.02
85.7,149.0,0.0
80.0,32.0,0.0
92.3,237.0,0.0
86.2,224.0,0.017
86.2,122.0,0.0
92.0,204.0,0.0
90.7,139.0,0.0
85.1,29.0,0.0
94.1,233.0,0.0
76.6,202.0,0.0
92.5,185.0,0.0
91.5,172.0,-0.023
94.4,171.0,0.0
71.8,59.0,0.0
88.0,112.0,0.0
77.6,21.0,0.0
88.8,170.0,0.0
94.8,209.0,0.0
91.6,188.0,0.0
85.3,158.0,-0.024
95.5,192.0,-0.04
91.0,137.0,0.0
91.0,234.0,0.0
78.5,58.0,0.0
95.2,195.0,0.0
96.1,141.0,0.0
84.8,226.0,0.0
91.1,151.0,0.0
92.7,222.0,-0.018
86.9,79.0,0.001
94.9,238.0,0.0
88.1,206.0,0.005
91.3,92.0,0.0
91.5,235.0,0.0
91.2,122.0,0.0
85.5,246.0,0.0
90.3,121.0,0.0
89.9,136.0,0.0
82.2,242.0,0.0
93.3,143.0,-0.016
94.6,147.0,0.0
92.2,222.0,0.0
95.9,212.0,0.0
96.5,215.0,0.0
80.7,95.0,0.0
81.6,36.0,-0.01
89.0,182.0,0.0
98.0,201.0,0.0
91.1,121.0,0.0
81.1,55.0,0.0
94.3,198.0,0.0
93.9,234.0,0.0
91.8,209.0,0.0
94.5,235.0,0.0
92.8,209.0,0.0
87.4,210.0,-0.012
95.8,232.0,0.0
92.9,140.0,0.001
71.7,47.0,0.0
86.2,105.0,0.0
87.8,120.0,0.008
93.4,194.0,0.0
91.7,241.0,-0.0069999999999999
86.6,155.0,0.0
92.7,95.0,-0.0279999999999999
96.6,152.0,0.0
82.0,59.0,0.024
98.7,207.0,0.0
91.5,189.0,-0.025
87.4,90.0,-0.009
86.8,225.0,0.0
91.1,255.0,0.0
92.9,160.0,0.0
90.2,217.0,0.0
89.1,261.0,0.25
92.9,114.0,0.0
76.9,48.0,0.0
93.4,201.0,0.0
91.4,193.0,0.0
91.1,120.0,0.0
88.6,138.0,0.0
91.8,261.0,0.0
97.2,150.0,0.0
87.0,239.0,-0.002
91.3,240.0,0.0
86.7,272.0,0.0
91.7,224.0,-0.004
98.5,228.0,0.0
79.4,144.0,0.005
94.4,203.0,0.0
84.0,155.0,0.0
84.1,147.0,0.0
87.5,224.0,0.0
79.1,327.0,0.0
77.7,324.0,0.0
94.7,219.0,0.0
92.6,216.0,0.01
95.3,184.0,0.0
94.5,161.0,0.0
77.3,53.0,0.0
90.4,200.0,0.0
94.0,203.0,0.0
81.1,54.0,0.0
80.9,33.0,0.0
93.9,220.0,0.0
78.5,20.0,0.0
79.1,28.0,0.0
80.9,121.0,0.0
91.3,95.0,0.0
84.2,72.0,0.0
81.0,208.0,0.0
91.0,161.0,0.0
92.3,223.0,-0.086
99.7,202.0,0.0
95.0,231.0,0.0
82.4,95.0,0.0
91.6,190.0,0.0
92.1,177.0,0.0
79.0,61.0,0.0
82.7,102.0,0.0
89.7,232.0,0.0
82.0,96.0,0.0
83.0,275.0,0.026
90.3,129.0,0.0
95.6,229.0,0.0
100.0,198.0,0.0
78.1,127.0,0.0
81.5,257.0,0.0
93.9,217.0,0.0
89.2,221.0,0.0
85.8,246.0,0.0
86.0,257.0,0.0
71.7,55.0,0.0
86.1,157.0,0.0
80.0,56.0,0.0
84.5,54.0,0.0
94.4,224.0,0.0
94.8,210.0,0.021
87.8,180.0,0.0
88.3,166.0,0.0
81.6,24.0,0.03
93.4,179.0,0.001
77.4,32.0,0.0
92.6,169.0,-0.0289999999999999
83.9,267.0,0.0
93.7,127.0,0.0
96.2,164.0,0.0
95.8,205.0,0.0
83.3,53.0,0.0
94.9,114.0,0.0
93.8,213.0,0.0
77.2,334.0,0.099
92.6,211.0,0.0
87.0,206.0,0.0
93.8,232.0,0.0
90.3,182.0,0.0
92.0,197.0,0.0
87.0,192.0,0.0
92.4,240.0,0.0
92.8,195.0,0.0
86.5,43.0,0.0
84.0,98.0,0.0
90.4,162.0,0.0
90.9,223.0,0.017
80.5,59.0,0.0
93.5,229.0,0.009
92.1,189.0,0.0
91.2,249.0,-0.009
91.6,113.0,0.0
86.1,148.0,0.0
82.1,111.0,-0.013
85.0,188.0,0.0
82.7,133.0,0.0
94.2,209.0,0.0
93.1,198.0,-0.023
95.1,220.0,0.0
80.8,218.0,0.0
83.5,39.0,0.0
93.8,216.0,0.0
93.9,165.0,0.0
83.0,104.0,-0.0139999999999999
86.3,214.0,0.0
80.5,56.0,0.0
93.8,239.0,0.0
93.4,264.0,0.0
91.7,182.0,-0.004
80.1,354.0,0.0
93.6,208.0,0.0
93.0,113.0,0.0
90.3,143.0,0.0
90.3,137.0,0.018
84.9,125.0,0.0
81.4,33.0,0.0
87.7,168.0,0.0
93.1,152.0,0.0
79.2,75.0,0.0
71.8,51.0,0.008
89.3,148.0,0.0
80.8,348.0,0.025
90.6,244.0,0.0
90.7,126.0,0.0
87.8,162.0,0.0
86.9,262.0,-0.113
93.5,193.0,0.022
97.0,195.0,0.012
93.2,198.0,0.0
86.5,242.0,0.0
92.0,165.0,0.037
91.2,113.0,0.0
83.6,239.0,0.0
92.5,144.0,0.0
93.8,231.0,0.0
87.9,188.0,0.0
99.1,201.0,0.0
89.9,147.0,0.0
95.7,150.0,0.0
91.1,280.0,0.0
90.9,206.0,0.0
80.7,104.0,0.0
91.6,168.0,0.0
82.1,326.0,0.0
89.7,199.0,-0.009
82.1,241.0,0.0
86.5,165.0,0.0
95.8,216.0,0.0
94.5,158.0,0.0
95.2,221.0,0.0
86.8,114.0,0.08
92.3,183.0,0.0
89.9,222.0,0.0
93.5,203.0,-0.018
88.9,211.0,0.0
87.9,203.0,0.0
94.6,198.0,0.0
80.7,58.0,0.0
83.9,139.0,0.0
90.6,221.0,0.0
87.2,191.0,0.0
86.7,127.0,0.0
93.5,165.0,0.004
98.2,244.0,-0.09
93.2,247.0,0.0
82.6,75.0,0.0
90.9,211.0,-0.065
89.6,213.0,0.036
78.7,100.0,0.0
90.4,209.0,0.0
91.5,120.0,0.0
91.8,230.0,-0.0289999999999999
93.3,198.0,0.0
82.2,76.0,0.0
81.6,22.0,-0.022
95.1,217.0,0.0
93.7,218.0,0.0
83.9,164.0,0.0
93.4,246.0,0.039
78.0,57.0,-0.085
89.9,154.0,0.0
88.1,159.0,0.0
74.6,341.0,0.0
87.6,185.0,0.0
75.6,273.0,0.024
89.3,284.0,0.0
92.0,182.0,0.0279999999999999
94.9,251.0,0.0
95.5,199.0,0.0
85.8,65.0,0.0
98.5,202.0,0.0
89.0,160.0,0.0
97.0,223.0,0.0
82.7,22.0,0.0
89.3,192.0,0.0
84.2,84.0,0.0
93.3,203.0,0.0
83.0,239.0,0.0
87.1,196.0,0.0
87.5,223.0,-0.265
91.4,195.0,0.0
79.6,229.0,0.03
81.5,305.0,0.0
86.8,98.0,-0.023
88.7,59.0,0.043
96.2,207.0,0.0
91.7,210.0,0.0
84.2,140.0,0.0
92.2,130.0,0.0
82.1,16.0,0.0
97.0,245.0,0.0
92.2,240.0,0.0
84.6,274.0,0.002
89.5,169.0,-0.016
91.2,104.0,0.0
98.5,185.0,-0.011
84.9,140.0,0.0
96.0,160.0,0.0
75.8,203.0,0.0
81.5,107.0,0.0
75.5,27.0,0.0
82.8,233.0,0.0
94.0,248.0,0.012
83.1,110.0,0.0
95.8,149.0,0.0
92.6,99.0,-0.032
82.5,337.0,0.0
83.6,59.0,0.018
78.6,32.0,0.004
81.7,113.0,0.0
97.5,216.0,0.0
77.0,122.0,0.043
86.1,245.0,0.0
76.6,334.0,0.0
82.3,108.0,0.0
91.4,117.0,0.0
93.5,200.0,-0.012
93.9,214.0,0.0
93.2,166.0,0.0
89.5,232.0,0.016
91.7,224.0,0.0
88.2,125.0,0.0
77.9,20.0,0.0
71.3,325.0,0.0
93.9,142.0,0.0
80.3,27.0,0.0
96.5,227.0,0.0
91.0,228.0,0.0
94.3,214.0,0.0
92.8,224.0,0.0
98.4,215.0,0.0
92.7,146.0,0.0
94.0,217.0,0.0
92.4,108.0,0.0
90.3,133.0,0.0
97.1,247.0,0.01
93.9,203.0,0.0
83.0,86.0,0.099
78.3,101.0,0.0
88.0,218.0,0.0
90.9,112.0,0.0
94.3,205.0,0.0
89.1,124.0,0.012
90.4,212.0,0.0
94.7,113.0,0.011
89.4,142.0,0.0
88.0,239.0,0.016
88.5,146.0,0.0
88.2,244.0,0.0
89.3,164.0,0.0
79.3,110.0,0.0
83.8,113.0,0.0
88.2,160.0,0.0
91.5,160.0,0.0279999999999999
92.4,124.0,0.0
91.8,225.0,0.0
87.6,254.0,0.0
85.3,159.0,0.0
95.5,245.0,0.0
90.7,76.0,-0.273
89.3,162.0,0.0
86.5,166.0,0.0
92.4,134.0,-0.025
83.8,254.0,0.0
93.0,155.0,0.0
91.6,222.0,-0.103
78.6,326.0,0.0069999999999999
90.4,142.0,0.0
95.7,227.0,0.0
86.6,205.0,0.0
95.5,205.0,0.009
81.2,114.0,0.012
99.9,265.0,-0.057
90.0,238.0,0.016
93.0,163.0,0.032
88.6,150.0,0.0
95.2,192.0,0.02
89.4,231.0,0.0
93.3,187.0,0.0
91.5,146.0,0.0
81.3,172.0,0.0
92.6,200.0,0.0
91.4,142.0,0.0
89.0,128.0,0.0139999999999999
95.3,213.0,0.0
92.8,155.0,0.0279999999999999
83.5,174.0,-0.025
81.5,126.0,0.0
89.5,226.0,0.0
85.8,191.0,0.033
92.1,231.0,0.0
88.6,238.0,0.0
96.8,162.0,0.0
85.6,228.0,-0.009
89.4,250.0,-0.017
69.3,35.0,0.033
94.2,158.0,0.0
96.3,227.0,0.0
87.6,222.0,0.0
95.9,192.0,0.09
88.9,111.0,0.0
92.0,141.0,0.0
86.7,146.0,-0.063
75.8,63.0,0.0
82.8,32.0,-0.021
91.0,165.0,-0.011
97.9,197.0,0.0
85.1,109.0,0.033
81.4,97.0,0.0
94.9,182.0,0.0
91.5,215.0,0.0
92.3,222.0,0.0
89.3,213.0,0.0
92.3,243.0,0.02
95.2,164.0,0.0
90.8,216.0,0.0
88.7,251.0,0.023
91.1,178.0,0.0
83.6,142.0,0.0139999999999999
92.8,208.0,0.0
88.7,187.0,0.0
94.3,215.0,0.0
78.7,24.0,0.0
82.1,113.0,0.0
93.0,249.0,0.0
92.6,192.0,0.0
90.7,211.0,0.0
99.1,215.0,0.0579999999999999
89.3,150.0,0.0
80.5,118.0,0.0
89.5,221.0,0.017
90.2,132.0,0.0
82.7,241.0,0.0
86.2,121.0,-0.002
83.8,47.0,0.0
80.4,82.0,-0.011
91.2,221.0,0.0
84.1,235.0,0.0
84.1,258.0,0.0
98.0,198.0,0.0
90.4,193.0,0.0
93.9,213.0,-0.049
90.2,160.0,0.0
83.1,132.0,0.0
93.9,206.0,0.027
79.6,58.0,0.01
91.4,116.0,0.015
88.6,203.0,0.0
93.9,166.0,0.022
90.1,206.0,0.0
84.7,252.0,0.0
82.5,67.0,-0.001
87.2,74.0,-0.043
97.7,206.0,0.0
93.7,232.0,0.0
86.3,77.0,0.0
92.5,163.0,0.0
87.0,89.0,0.0
92.7,140.0,0.0
82.7,66.0,0.0
84.9,253.0,0.001
84.7,120.0,0.009
77.7,320.0,0.0
92.7,133.0,0.0
92.2,153.0,0.0
90.5,136.0,0.0
75.8,330.0,-0.001
96.5,221.0,0.0
92.0,212.0,0.038
89.8,186.0,0.0
83.5,354.0,0.0
94.4,209.0,0.0
80.4,21.0,0.0
74.7,86.0,0.0
71.7,30.0,-0.005
86.7,102.0,0.0
85.8,230.0,0.0
87.9,158.0,0.0
85.9,232.0,-0.034
91.1,199.0,0.0
90.2,167.0,0.0
88.7,148.0,0.0069999999999999
94.3,215.0,0.0
83.2,304.0,0.0
82.8,96.0,0.0
94.6,236.0,0.0
80.4,245.0,0.0
93.1,151.0,0.0
92.8,114.0,0.0
90.7,183.0,-0.021
91.3,242.0,0.0
85.5,102.0,0.0
81.5,74.0,0.0
81.4,79.0,0.0
