release_speed,spin_axis,delta_home_win_exp
84.8,237.0,0.0
95.4,181.0,-0.0289999999999999
94.2,209.0,0.0
94.3,215.0,0.0
80.1,283.0,0.0
83.5,90.0,0.0
92.5,157.0,0.0
95.1,235.0,0.036
90.8,199.0,0.0
84.1,135.0,0.0
96.1,250.0,-0.017
87.9,264.0,0.0
84.3,215.0,0.0
82.7,18.0,0.032
81.8,122.0,0.0
88.1,181.0,0.011
88.4,136.0,0.0
89.2,194.0,0.0
91.0,62.0,0.0
85.6,251.0,0.0
95.1,198.0,0.0
91.7,134.0,0.0
94.8,146.0,0.0
82.7,104.0,0.0
94.7,226.0,0.0
96.0,158.0,0.011
84.1,80.0,0.0
96.2,255.0,0.0
93.3,242.0,0.0
97.0,201.0,0.0
83.5,100.0,0.012
80.1,79.0,0.0
94.4,181.0,-0.002
95.1,195.0,0.161
82.5,303.0,0.023
85.1,222.0,-0.022
84.4,85.0,0.0
78.8,218.0,0.001
89.9,171.0,0.0
91.3,195.0,0.0
92.1,232.0,0.0
92.9,249.0,0.0
76.4,318.0,-0.003
93.2,203.0,-0.02
88.0,183.0,0.0
82.3,242.0,-0.005
76.9,6.0,0.0
86.2,203.0,0.0
91.0,237.0,0.0
95.7,195.0,0.0
91.0,171.0,0.0
81.8,29.0,0.0
93.6,228.0,0.0
96.7,231.0,0.0
95.7,202.0,0.0
93.5,124.0,0.0
84.0,101.0,0.048
89.3,190.0,0.0
80.5,246.0,0.0
90.6,121.0,0.0
82.7,118.0,0.024
98.0,222.0,0.015
89.8,127.0,0.0279999999999999
97.6,233.0,0.03
85.5,145.0,0.134
92.8,214.0,0.0
84.2,126.0,0.0
85.4,133.0,0.0
81.7,346.0,0.0
86.1,246.0,-0.173
92.3,160.0,0.0
84.9,115.0,-0.0139999999999999
73.6,88.0,0.0
74.2,293.0,0.0
85.4,142.0,0.0
90.1,218.0,0.0
91.6,208.0,0.0
94.9,209.0,0.0
93.7,213.0,0.0
77.0,226.0,0.0
98.5,218.0,0.0
83.0,188.0,0.0
84.0,138.0,0.0
90.9,202.0,0.0
76.9,285.0,0.0
86.7,112.0,0.0
89.7,195.0,0.0
87.8,231.0,0.109
83.3,113.0,0.0
83.7,115.0,-0.016
71.1,304.0,0.0
78.0,297.0,-0.023
78.0,270.0,0.0
92.6,152.0,0.0
94.9,198.0,0.0
73.6,290.0,0.0
97.2,231.0,0.0
93.5,208.0,0.0
95.9,243.0,0.0
91.5,136.0,0.0
96.5,207.0,0.0
83.6,117.0,0.0
88.0,156.0,0.0
83.2,210.0,0.05
93.5,234.0,0.045
91.4,204.0,0.0
90.6,115.0,0.002
95.0,140.0,0.0
84.8,216.0,0.0
90.6,173.0,0.0
88.4,187.0,0.002
89.3,254.0,0.0
95.1,194.0,0.0
87.9,187.0,0.0
89.6,207.0,0.0
88.9,145.0,0.0
88.9,139.0,-0.003
82.1,29.0,0.0
96.1,202.0,0.0
91.3,223.0,0.0
82.0,116.0,0.002
92.6,228.0,0.0
95.0,222.0,-0.025
83.1,223.0,0.0
85.7,206.0,0.0
82.7,247.0,0.0
86.7,122.0,0.0
95.2,197.0,0.0
95.2,221.0,0.022
75.9,38.0,0.0
81.3,323.0,0.0
87.9,265.0,0.0
90.9,249.0,0.035
89.1,210.0,-0.027
86.2,236.0,0.0
90.8,134.0,0.0
79.1,26.0,0.0
85.0,230.0,0.0
80.7,295.0,0.0
80.8,210.0,0.0
83.2,137.0,0.0
90.6,183.0,0.0
89.2,112.0,0.0
93.8,145.0,0.0
92.6,239.0,0.0
99.6,200.0,0.0
95.2,199.0,-0.201
79.1,37.0,0.001
82.9,232.0,0.0
92.4,243.0,0.0
92.8,226.0,0.0
90.1,96.0,0.0
94.8,210.0,0.0
90.6,140.0,0.0
94.1,210.0,0.0
85.1,233.0,0.0
88.5,257.0,0.0
97.2,193.0,-0.003
93.8,205.0,0.0
81.1,306.0,0.0
87.9,242.0,0.0
92.3,247.0,0.0
85.3,244.0,-0.022
96.1,225.0,0.0
91.4,198.0,0.0
96.2,256.0,0.0
79.2,5.0,0.0
95.4,208.0,0.0
81.4,230.0,0.0
85.8,181.0,0.0
95.0,218.0,0.0
89.6,226.0,0.0
94.8,140.0,0.0
85.8,238.0,0.0
87.2,193.0,0.013
84.5,177.0,0.0
95.5,192.0,0.0
93.9,218.0,0.008
95.3,203.0,0.034
90.2,186.0,0.0
86.4,290.0,0.0
79.4,294.0,0.0
90.8,190.0,-0.0579999999999999
88.0,178.0,0.0
93.8,243.0,0.0
86.7,116.0,0.0
77.6,300.0,0.0
94.2,243.0,0.0
74.7,71.0,0.0
82.1,316.0,0.0
89.2,147.0,0.0
81.6,53.0,-0.208
80.0,320.0,0.0
91.0,202.0,0.0
80.5,134.0,0.0
99.2,216.0,0.001
81.8,69.0,0.0
86.5,235.0,0.065
93.0,224.0,0.0
92.8,150.0,0.0
91.8,85.0,0.0
91.5,205.0,0.024
94.2,228.0,0.006
91.6,222.0,0.0
94.8,211.0,0.0
86.0,124.0,0.0289999999999999
94.7,233.0,-0.019
84.0,109.0,0.0
90.1,171.0,0.0
87.2,198.0,0.0
93.3,140.0,-0.025
94.5,156.0,0.0
87.8,102.0,-0.001
79.6,213.0,0.0
96.1,209.0,0.0
90.7,189.0,0.0
94.2,202.0,0.002
93.6,133.0,0.0
89.9,150.0,0.0
88.3,158.0,-0.033
88.2,203.0,0.0
94.5,238.0,0.0
88.3,68.0,0.0
86.7,185.0,0.003
80.7,271.0,0.0
89.6,159.0,0.0
78.6,35.0,0.0
96.6,190.0,0.0
88.4,97.0,0.0
87.6,145.0,-0.098
81.8,40.0,0.0
91.5,157.0,0.0
77.0,199.0,0.0
78.8,44.0,0.0
92.5,144.0,0.027
79.8,66.0,0.0
81.6,303.0,-0.05
86.7,242.0,0.0
87.4,255.0,0.0
90.3,154.0,0.0
90.5,200.0,0.0
84.5,23.0,0.0
83.6,113.0,0.0
77.4,203.0,-0.04
92.0,205.0,0.0
93.2,192.0,0.0
80.7,27.0,0.0
98.1,208.0,0.0
92.8,204.0,0.0279999999999999
94.0,188.0,0.0
90.3,139.0,-0.025
89.0,244.0,0.0
89.3,238.0,0.0
88.5,130.0,0.0
92.0,120.0,0.0
86.3,259.0,0.0
84.5,195.0,0.0
92.0,239.0,0.0
90.0,127.0,-0.046
84.3,266.0,0.0
95.4,225.0,0.0409999999999999
98.1,202.0,0.0
92.6,229.0,0.0
88.9,209.0,-0.021
91.0,159.0,-0.019
85.1,214.0,0.0
86.5,227.0,0.0
88.7,153.0,0.0
94.6,150.0,0.0
92.9,145.0,0.0
87.5,159.0,-0.034
89.5,151.0,0.053
94.9,134.0,0.0
78.9,330.0,0.0
81.1,301.0,0.022
96.3,187.0,0.0
94.2,214.0,0.172
83.0,144.0,0.0
95.7,216.0,0.0
81.6,13.0,0.0
91.3,229.0,-0.026
89.7,269.0,0.0
71.5,209.0,0.0
93.2,145.0,0.0
87.1,98.0,0.0409999999999999
81.2,84.0,0.0
78.6,124.0,0.0
96.0,157.0,0.0
95.3,211.0,0.0
95.0,210.0,0.009
88.1,150.0,0.0
94.7,184.0,0.0
81.1,257.0,0.0
96.5,214.0,0.0
88.1,233.0,0.0
91.2,189.0,0.0
73.4,326.0,0.0
98.0,245.0,0.0
80.9,230.0,0.0
93.5,248.0,0.0
92.3,192.0,0.0
90.2,231.0,0.0
94.9,229.0,0.0
84.9,227.0,0.0
91.3,218.0,0.0
89.6,210.0,-0.009
83.0,93.0,-0.0069999999999999
84.0,105.0,0.0
91.0,131.0,0.0
97.6,202.0,-0.049
76.0,63.0,0.033
79.2,110.0,0.0
93.2,132.0,-0.016
93.0,253.0,0.0
79.6,247.0,0.0
87.0,130.0,0.0
88.0,199.0,0.0
91.8,200.0,0.0
93.3,114.0,0.001
91.7,111.0,0.005
85.9,147.0,0.0
92.9,172.0,0.0
92.4,196.0,0.0
84.4,177.0,-0.024
89.7,179.0,0.0
97.7,236.0,0.0
84.9,292.0,0.0
78.1,35.0,0.0279999999999999
88.3,208.0,0.0
91.9,195.0,0.0
92.3,166.0,0.0
90.7,233.0,-0.025
89.5,79.0,0.0
85.8,216.0,0.0
92.5,212.0,0.0
75.7,217.0,0.039
91.0,182.0,0.0
82.8,272.0,0.0
89.6,98.0,0.0
80.5,12.0,0.0
84.4,106.0,0.0
93.5,132.0,0.0
94.3,208.0,-0.031
81.4,50.0,0.0
84.4,92.0,0.004
90.5,221.0,-0.1009999999999999
92.6,223.0,0.0
84.8,151.0,0.0
95.0,200.0,0.0
94.3,207.0,-0.087
80.7,62.0,0.0
82.8,81.0,0.0
96.4,215.0,0.0
93.1,234.0,0.013
79.9,42.0,0.0
94.4,201.0,0.0
95.9,211.0,-0.049
80.7,179.0,-0.02
92.5,252.0,0.0
83.6,82.0,0.0
77.2,37.0,0.0
93.2,225.0,-0.025
95.6,206.0,0.012
92.2,210.0,0.0
97.3,198.0,0.0
79.1,39.0,0.0
89.5,205.0,0.0
90.7,144.0,0.0
82.7,215.0,0.0
94.2,186.0,0.0
96.1,195.0,0.0
90.4,134.0,0.006
83.3,274.0,0.0
93.2,236.0,0.0
82.0,80.0,0.0069999999999999
80.6,274.0,0.0
94.1,139.0,0.0
85.1,140.0,0.0
83.7,113.0,-0.025
96.4,206.0,0.0
91.8,231.0,0.0
90.9,241.0,0.0
92.4,162.0,0.0
93.0,198.0,0.0
93.1,224.0,0.0
77.6,103.0,0.0
83.8,237.0,0.0
94.0,237.0,0.0
78.8,59.0,0.0
91.1,163.0,0.0
93.7,189.0,-0.068
93.9,195.0,0.0
91.9,182.0,0.0
81.7,249.0,0.0
86.6,270.0,0.0
86.1,148.0,0.0
91.6,241.0,0.0
94.3,212.0,0.01
83.5,17.0,0.0
83.1,255.0,0.0
96.1,236.0,0.04
79.4,31.0,0.105
96.1,214.0,0.002
90.0,141.0,0.0
94.9,222.0,-0.039
77.8,341.0,0.0
84.5,274.0,0.0
89.5,220.0,0.026
90.6,129.0,-0.018
81.2,134.0,-0.067
96.1,232.0,0.0
82.3,107.0,-0.016
89.6,201.0,0.0
78.1,269.0,0.0
89.5,139.0,-0.005
95.7,205.0,0.005
88.6,178.0,0.0
80.2,231.0,0.045
97.3,212.0,-0.001
89.5,187.0,-0.016
88.3,245.0,-0.024
98.0,212.0,0.0
96.2,238.0,0.0
91.4,213.0,0.0
89.6,198.0,0.0
78.0,22.0,0.0
80.6,290.0,0.0
89.5,136.0,0.0
92.4,244.0,-0.002
99.4,221.0,0.0
82.6,22.0,0.011
91.9,242.0,0.034
91.2,191.0,0.0139999999999999
90.7,253.0,0.0
91.9,145.0,0.0
92.8,196.0,0.0
93.3,208.0,0.0
90.8,147.0,0.0
72.3,81.0,0.0
91.7,140.0,0.0
82.7,301.0,0.0
77.6,320.0,0.0
92.0,280.0,0.0
93.7,191.0,0.0
91.3,228.0,0.021
91.2,155.0,0.0
93.6,153.0,0.0
81.1,21.0,0.0
82.6,69.0,0.2
90.9,159.0,-0.084
92.1,259.0,0.0
98.0,221.0,0.0
96.6,223.0,0.003
74.8,323.0,0.0
95.3,203.0,0.0
90.0,213.0,0.0
92.9,235.0,0.0
90.5,208.0,-0.04
88.0,255.0,0.0
87.8,167.0,0.0
74.5,321.0,0.0
89.7,231.0,-0.027
77.6,94.0,0.009
91.6,190.0,0.0
88.2,180.0,0.0
96.5,213.0,0.0
75.1,339.0,0.0
90.2,203.0,0.0
81.4,35.0,0.0
88.4,98.0,0.0
90.5,240.0,0.0
81.0,239.0,0.0
94.7,203.0,0.0
94.7,213.0,-0.01
93.6,138.0,0.016
93.4,206.0,0.0
84.4,87.0,0.0
81.0,84.0,0.0
83.4,276.0,0.0
97.3,209.0,0.0
92.8,201.0,0.0
94.6,240.0,0.022
91.4,197.0,-0.044
86.3,176.0,0.0
91.4,248.0,0.0
80.8,28.0,0.0
92.7,183.0,0.0
88.4,183.0,0.0
81.2,35.0,0.0
91.0,185.0,0.0
94.3,234.0,0.0
94.5,210.0,0.0
95.8,241.0,0.01
80.8,219.0,0.016
96.6,174.0,0.0
86.1,217.0,0.0
85.0,260.0,0.0
83.3,54.0,0.0
89.9,145.0,0.0
94.3,225.0,0.0
89.3,125.0,0.0
94.8,209.0,0.0
82.0,220.0,0.0
95.6,132.0,-0.083
79.1,95.0,0.0
92.2,139.0,0.0
93.8,201.0,0.0
82.1,305.0,0.0
90.2,173.0,0.087
92.9,212.0,-0.017
95.9,219.0,0.042
91.9,189.0,0.118
86.8,162.0,0.0
91.2,125.0,0.0
91.3,190.0,0.031
80.9,37.0,0.0
86.8,243.0,0.0
93.7,189.0,-0.002
81.7,59.0,-0.012
94.7,241.0,0.0
96.9,215.0,0.0
87.9,157.0,0.025
75.5,29.0,0.0
91.2,221.0,0.088
92.7,181.0,0.0
90.2,176.0,0.0
94.8,216.0,0.0
92.0,141.0,0.0
76.4,330.0,0.0
96.8,224.0,0.0
78.3,53.0,0.0
76.0,61.0,0.0
94.5,193.0,0.0
90.2,139.0,0.0
80.9,19.0,0.0
86.5,133.0,0.0
98.4,224.0,0.0
93.3,151.0,0.0
92.6,198.0,-0.004
82.8,116.0,0.009
90.9,123.0,-0.016
91.9,197.0,0.0
96.6,227.0,0.0
87.1,237.0,0.0
86.6,106.0,0.0
86.7,123.0,0.0
75.0,344.0,0.0
87.0,164.0,0.0
90.9,57.0,0.0
92.5,192.0,0.0
93.3,198.0,0.022
79.1,231.0,0.0
85.6,63.0,0.0
94.1,232.0,0.0
92.3,160.0,-0.115
85.2,319.0,0.0
87.2,224.0,-0.001
81.2,89.0,0.0
87.6,143.0,0.0
94.1,234.0,0.001
84.0,73.0,-0.015
91.8,130.0,0.0279999999999999
87.4,85.0,0.0
82.8,230.0,0.022
90.6,177.0,0.026
94.3,203.0,-0.142
88.7,270.0,0.0
84.4,240.0,0.0
89.6,195.0,0.0
93.8,237.0,0.0
90.2,164.0,-0.033
70.9,319.0,0.0
93.2,226.0,0.0
91.4,124.0,0.0
92.5,218.0,0.0
95.2,134.0,0.05
96.2,167.0,0.0
92.6,160.0,0.0
92.3,203.0,0.0
84.0,229.0,-0.05
91.4,148.0,0.022
95.9,186.0,0.0
85.4,118.0,0.0
79.6,114.0,0.0
92.3,152.0,0.021
75.3,335.0,0.0
98.0,233.0,0.0
87.9,193.0,0.0
81.0,232.0,-0.025
95.7,159.0,0.0
82.1,112.0,0.0
89.5,151.0,0.0
80.7,249.0,0.0
80.1,32.0,0.0
79.4,292.0,-0.021
83.7,253.0,0.011
86.4,236.0,0.0
91.3,202.0,0.0
82.2,95.0,0.0
89.3,188.0,-0.086
87.8,202.0,0.026
95.7,200.0,0.02
84.8,273.0,-0.033
82.6,121.0,0.0
83.1,93.0,0.0
82.6,87.0,-0.17
92.8,163.0,0.0
86.9,172.0,0.0
93.0,229.0,-0.013
87.2,110.0,0.0
86.3,90.0,-0.009
88.4,202.0,0.0
94.8,211.0,-0.039
72.6,279.0,0.0
82.0,324.0,0.0
89.5,161.0,0.0
91.9,225.0,0.0
95.8,238.0,0.0
94.9,201.0,0.0
80.1,26.0,0.011
89.5,235.0,0.003
90.4,113.0,0.0
74.6,270.0,0.021
88.1,150.0,0.024
83.8,255.0,0.0
85.9,50.0,0.0
76.5,319.0,0.0
75.6,334.0,0.0
81.1,34.0,0.0
90.6,216.0,0.015
93.5,217.0,0.0
88.2,265.0,0.0
100.1,219.0,0.0
92.2,219.0,0.0
73.6,313.0,-0.016
89.7,191.0,0.0
85.8,38.0,0.0
79.6,83.0,0.0
89.1,150.0,0.0
84.3,156.0,0.0
79.4,263.0,-0.023
93.5,175.0,0.0
86.3,203.0,0.0
95.0,214.0,0.0
81.9,80.0,0.0139999999999999
75.7,48.0,0.0
92.8,254.0,0.0
92.3,218.0,0.0
90.3,213.0,0.0
92.9,210.0,-0.017
96.8,220.0,-0.023
81.9,239.0,0.034
92.5,214.0,0.0
77.5,226.0,0.0
92.3,218.0,0.0
79.1,226.0,-0.016
96.9,257.0,0.0
95.3,215.0,0.003
95.4,211.0,-0.044
90.3,192.0,0.0
89.3,167.0,0.0
83.2,92.0,0.0
88.1,189.0,0.0
91.9,191.0,0.0
82.5,26.0,0.0
92.0,237.0,0.0
95.4,232.0,0.0
88.3,115.0,0.0
91.6,198.0,0.0
93.3,216.0,0.073
88.0,242.0,-0.021
99.5,240.0,0.0
84.2,297.0,0.0
89.7,94.0,-0.053
78.4,66.0,-0.024
94.5,151.0,0.0
84.6,233.0,0.0
90.6,266.0,0.0
92.1,210.0,0.0
96.3,201.0,0.0
92.0,233.0,0.0
91.5,200.0,0.0
91.5,242.0,0.0
75.9,303.0,0.024
92.5,157.0,0.071
88.0,247.0,0.0
85.1,243.0,0.011
88.4,257.0,0.0
88.6,155.0,0.043
94.1,214.0,0.0069999999999999
92.0,147.0,0.001
87.3,206.0,-0.067
91.2,176.0,0.0
95.0,139.0,0.0
94.9,183.0,0.0
94.6,225.0,0.0
88.7,156.0,0.0
91.8,210.0,0.0
93.7,203.0,0.0
92.8,208.0,0.0
91.4,237.0,0.0
92.0,112.0,0.0
96.2,188.0,0.0
84.0,126.0,0.0
94.6,175.0,0.0
91.4,157.0,0.0
91.2,203.0,0.0
94.4,162.0,0.022
86.2,89.0,0.128
93.3,229.0,0.0
90.8,212.0,0.0
86.2,273.0,0.027
93.9,186.0,0.0
93.9,203.0,0.0
85.1,252.0,0.0
91.5,193.0,0.0
82.5,228.0,0.0
96.8,209.0,0.0
93.2,194.0,0.0
80.1,97.0,0.0
96.6,195.0,0.0
81.8,12.0,0.0
94.1,228.0,-0.015
96.4,212.0,0.0
98.2,218.0,0.0
93.5,217.0,0.0
96.5,227.0,0.036
92.5,241.0,0.0
77.9,346.0,0.0
90.5,156.0,0.0
90.0,150.0,0.0
82.0,225.0,-0.033
96.5,183.0,-0.005
88.7,191.0,0.0
85.0,79.0,0.0
83.5,97.0,-0.0969999999999999
83.5,144.0,0.0
82.1,41.0,-0.022
92.1,146.0,0.0
90.4,209.0,0.0
91.6,161.0,0.0
90.4,224.0,0.0
85.0,246.0,0.0
84.9,57.0,0.0
94.3,199.0,0.0
92.6,144.0,0.0
90.3,231.0,0.0
90.4,206.0,0.0
94.6,244.0,0.0
95.9,201.0,0.0
95.9,150.0,0.0
85.8,150.0,0.0
89.0,156.0,0.0
88.5,193.0,0.049
86.6,233.0,0.0
80.8,47.0,0.0
90.0,132.0,-0.01
96.0,212.0,0.0
92.5,212.0,0.0
94.8,244.0,0.0
96.9,125.0,0.0
80.3,157.0,0.0
94.4,199.0,0.0
92.1,149.0,0.0
91.7,203.0,0.0
90.1,195.0,0.0
86.2,252.0,0.012
95.0,232.0,0.0
85.4,259.0,0.0
78.1,327.0,0.0
91.5,255.0,0.023
81.2,233.0,0.0
76.5,298.0,0.0
76.4,103.0,0.0
84.1,262.0,0.0
74.2,66.0,0.0
84.2,119.0,0.0
82.6,53.0,0.0
87.0,260.0,0.0
96.0,250.0,0.0
93.7,236.0,0.024
86.4,120.0,0.0
90.3,160.0,0.0
85.6,216.0,-0.01
97.2,206.0,0.0
87.8,96.0,0.0
91.7,117.0,0.153
91.0,143.0,0.0
92.2,197.0,0.0
94.0,169.0,0.0
83.7,211.0,0.0
78.7,103.0,0.0
87.8,78.0,0.0
90.9,174.0,-0.009
90.4,259.0,0.0
79.9,278.0,0.0
90.0,215.0,0.0
93.8,240.0,0.0
82.9,47.0,0.0
85.1,229.0,-0.0069999999999999
80.6,303.0,0.006
81.6,47.0,0.0
96.1,206.0,0.0
86.4,188.0,-0.019
91.4,123.0,0.0409999999999999
94.8,190.0,0.0
94.5,197.0,-0.009
93.2,215.0,-0.0139999999999999
86.3,110.0,0.0
85.0,220.0,0.0
91.4,206.0,0.0
87.7,234.0,0.0
82.6,260.0,0.0
87.8,55.0,0.0
88.1,172.0,0.0
95.2,220.0,0.1169999999999999
87.5,161.0,0.0
88.4,220.0,-0.083
98.7,183.0,-0.049
91.8,121.0,0.0
78.1,207.0,0.0
87.3,186.0,0.0
83.1,124.0,0.0
86.5,244.0,0.0
91.9,234.0,0.0
83.2,89.0,0.0
90.4,261.0,-0.149
80.6,104.0,0.0
85.8,232.0,-0.005
95.7,230.0,0.0
86.7,222.0,0.0
89.5,82.0,-0.038
77.4,305.0,0.026
91.5,221.0,0.0
91.9,209.0,0.0
80.5,25.0,0.0
91.7,211.0,0.0
93.7,152.0,0.0
93.2,195.0,0.0
88.6,135.0,0.0
91.2,118.0,0.0
89.6,186.0,0.0
81.4,224.0,0.0
91.6,241.0,0.0
93.4,137.0,-0.006
89.1,226.0,0.0
85.8,162.0,0.0
89.7,176.0,-0.047
89.2,217.0,0.0
85.7,187.0,0.0
82.2,343.0,0.0
93.8,222.0,0.0
93.5,194.0,0.0
90.9,222.0,0.0
96.2,141.0,0.0
91.6,211.0,0.0
86.1,221.0,0.0
82.7,25.0,0.0
85.6,97.0,0.0
95.5,157.0,0.0
79.1,229.0,0.0
91.3,153.0,0.147
95.0,223.0,0.0
80.2,285.0,0.0
93.0,197.0,0.0
83.4,51.0,0.0
90.8,215.0,0.0
96.3,211.0,0.0
89.7,155.0,0.0
81.3,252.0,0.0
78.5,90.0,0.0
90.4,219.0,0.0
97.3,202.0,0.0
90.9,195.0,-0.0279999999999999
82.1,103.0,0.0
85.7,159.0,0.0
82.6,101.0,0.0
97.5,220.0,0.0
79.3,56.0,0.0
91.0,240.0,-0.025
96.4,213.0,0.0
87.5,145.0,0.0
94.8,201.0,0.0
82.0,94.0,0.0
92.6,254.0,0.0
83.4,121.0,0.0
89.7,126.0,0.0
93.1,168.0,0.0
92.7,148.0,0.0
88.5,240.0,0.0
93.7,139.0,0.0
79.9,324.0,0.02
89.3,135.0,0.0
88.8,272.0,0.0
86.4,168.0,0.0
95.8,235.0,0.0
86.4,186.0,-0.018
93.4,189.0,0.0
89.9,183.0,0.0
92.5,203.0,0.0
89.6,172.0,0.0
84.6,130.0,0.0
93.9,145.0,0.0
85.2,241.0,0.0
93.7,172.0,0.0
76.3,331.0,0.0
86.9,266.0,0.0
90.7,255.0,-0.023
86.7,228.0,0.0
80.8,151.0,0.0
75.1,26.0,0.0
86.1,267.0,0.0
84.2,129.0,-0.325
94.6,205.0,0.0
92.6,220.0,0.024
92.2,130.0,-0.01
79.7,191.0,0.039
79.6,268.0,0.0
89.3,207.0,0.0
92.0,137.0,0.0
85.9,145.0,0.0
87.1,270.0,0.0
91.4,109.0,-0.0139999999999999
86.2,204.0,0.0
93.4,234.0,0.0
92.5,233.0,0.0
96.1,196.0,0.0
91.0,231.0,0.033
90.6,279.0,0.0
93.9,119.0,0.0
82.1,209.0,0.0
86.7,102.0,0.0
83.7,284.0,0.018
91.6,116.0,0.01
90.5,187.0,0.0
80.2,79.0,0.0
70.6,292.0,0.0
83.1,119.0,0.0
93.9,253.0,0.0
81.9,55.0,0.025
86.6,129.0,0.0
91.5,266.0,0.0
95.9,239.0,-0.049
90.4,111.0,0.002
89.6,149.0,-0.0409999999999999
83.4,259.0,-0.011
81.9,269.0,-0.011
78.6,29.0,-0.015
86.4,207.0,0.0
77.3,32.0,-0.019
95.1,228.0,0.0
82.9,52.0,-0.038
88.9,145.0,-0.019
89.7,222.0,0.0
95.5,231.0,0.044
90.7,237.0,0.0
93.3,104.0,0.0
91.8,148.0,0.0
93.8,193.0,0.0
95.8,207.0,0.0
89.9,118.0,0.0
96.7,202.0,0.0
87.5,123.0,0.0
90.0,262.0,0.0
74.5,329.0,0.0
83.0,333.0,0.044
95.2,150.0,0.0
93.2,197.0,0.0
83.5,71.0,0.0
79.4,238.0,0.0
96.6,233.0,-0.005
84.5,107.0,0.003
86.6,134.0,0.145
87.4,148.0,0.0
90.5,242.0,0.0
84.3,3.0,0.0
89.8,144.0,0.0
84.9,16.0,0.0
91.7,239.0,-0.021
89.8,240.0,0.006
82.2,133.0,0.0
85.7,113.0,0.0
80.0,53.0,-0.015
90.1,241.0,0.0
79.4,85.0,0.0
89.1,243.0,0.0
96.3,203.0,0.0
82.3,134.0,0.0
94.7,244.0,0.0
95.4,188.0,0.0
91.4,133.0,0.0
90.6,205.0,0.0
90.5,227.0,-0.057
90.5,271.0,-0.01
84.4,211.0,0.0
84.0,58.0,0.036
84.4,83.0,0.0
91.2,110.0,0.0
89.7,172.0,0.0
91.6,129.0,0.0
89.0,156.0,0.0
78.5,210.0,0.012
83.7,254.0,0.0
87.4,135.0,0.0
80.8,327.0,0.0
82.1,58.0,0.012
92.5,209.0,0.0
79.1,176.0,0.015
81.4,151.0,0.0
80.1,255.0,0.0
96.2,227.0,0.0
76.1,51.0,0.017
94.4,205.0,0.0
92.0,192.0,0.0
91.8,157.0,-0.004
97.2,219.0,0.052
92.6,187.0,0.0
94.9,197.0,0.0
92.6,127.0,0.0
95.3,239.0,0.0
91.2,168.0,0.05
95.7,209.0,0.0
77.5,322.0,0.0
91.5,158.0,0.0
83.5,118.0,0.0
80.5,97.0,0.0
81.8,309.0,-0.016
93.0,154.0,0.0
87.4,169.0,-0.001
80.7,58.0,0.0
90.0,245.0,-0.009
96.7,201.0,-0.076
96.3,201.0,-0.016
93.8,170.0,-0.001
93.1,200.0,0.0
85.0,59.0,0.0
89.2,214.0,0.0279999999999999
91.2,245.0,0.0
84.8,136.0,0.123
89.1,173.0,0.0
95.8,203.0,0.0
90.3,158.0,0.0
82.8,95.0,0.0
87.0,216.0,0.0
85.2,137.0,0.021
79.6,134.0,0.0
87.9,109.0,0.0
90.6,127.0,0.0
96.8,153.0,0.015
92.1,128.0,0.0
89.4,215.0,0.0
77.9,19.0,-0.015
93.8,192.0,0.0
84.1,82.0,0.0
92.6,192.0,0.0
95.7,213.0,0.03
82.8,108.0,0.0
93.3,156.0,0.0
91.6,222.0,0.0
90.1,160.0,0.0
86.1,152.0,0.0
88.1,189.0,-0.0409999999999999
94.2,218.0,0.0
88.6,216.0,0.0
73.3,317.0,0.0
87.7,65.0,0.0
74.5,342.0,0.0
94.7,212.0,-0.063
91.9,229.0,0.0
87.7,100.0,0.0
84.2,111.0,0.023
80.1,217.0,0.0
81.3,96.0,0.0579999999999999
69.8,56.0,0.0
93.0,200.0,0.0
81.1,119.0,0.0
82.2,44.0,0.0
85.2,60.0,0.0
85.6,147.0,0.0
95.3,167.0,0.011
93.4,207.0,0.0
93.0,200.0,0.0
93.7,156.0,0.0
92.6,217.0,0.0
95.5,199.0,0.0
91.9,157.0,-0.025
93.7,235.0,0.0289999999999999
92.5,216.0,0.021
90.6,166.0,0.0
84.0,76.0,0.0
95.9,136.0,-0.02
95.7,188.0,0.0
92.5,137.0,0.0
81.4,342.0,0.0
89.9,185.0,0.0
90.5,209.0,0.0
91.9,218.0,-0.01
82.9,141.0,0.0
92.5,109.0,0.0
95.3,204.0,0.0
86.7,137.0,0.0
78.0,42.0,0.0
89.0,181.0,0.0
95.3,214.0,0.0
90.1,207.0,0.0
81.6,263.0,0.0
92.4,210.0,0.0
93.0,112.0,-0.037
85.3,108.0,0.0
82.7,110.0,0.0
84.2,107.0,0.047
94.9,140.0,0.008
93.7,201.0,0.0
85.6,222.0,0.0
91.1,135.0,-0.002
94.7,202.0,0.0
93.8,222.0,-0.089
79.2,63.0,-0.081
79.3,48.0,0.0
85.2,106.0,0.0
94.7,202.0,0.0
95.0,199.0,0.0
82.6,60.0,0.0
94.3,229.0,0.0
83.0,210.0,0.0
84.0,190.0,0.0
83.5,138.0,0.147
77.5,22.0,0.0
88.2,146.0,0.0
80.4,106.0,0.0
79.7,129.0,-0.015
77.3,7.0,0.0
92.2,166.0,0.0
91.2,169.0,0.0
95.5,140.0,0.0139999999999999
95.7,114.0,0.0
89.8,233.0,0.0
81.0,41.0,0.0
84.2,45.0,0.0
83.8,117.0,0.0
